dataset name,url
CarEvaluation,/davorbudimir/carevaluation
List_of_countries_by_lithium_production,/mathurinache/list-of-countries-by-lithium-production
2021 CBB Recruitment vs CFB Bowl Records in 2010's,/connorcrane/2021-cbb-recruitment-vs-cfb-bowl-records-in-2010s
Refugee statistics in Uganda (2001 - 2019),/brianbyaruhanga/regugee-statistics-in-uganda-2001-2019
International_rankings_of_Lithuania,/mathurinache/international-rankings-of-lithuania
Multiple Linear Regression,/praveenthomas85/multiple-linear-regression
American Presidents,/maximumbeings/american-presidents
Euro Debt Crisis,/pstar0103/euro-debt-crisis
AirDigit Dataset&nbsp;&nbsp;,/kdkkgjcf/airdigit-dataset
population-density-by-city 2021,/valchovalev/populationdensitybycity-2021
commonlit_test,/adiyev/commonlit-test
Need For Speed: High Stakes - Car Stats,/kpapesh/nfshscars
regions,/rafalsiemieniuk/regions
Tunisian Production by Product,/samar555/tunisian-production-by-product
dunedin_annmax,/drtrev/dunedin-annmax
Damages suffered due to floods  in india,/tjjohn/damages-suffered-due-to-floods-in-india
pakistan provinces,/imranqamer/pakistan-provinces
Mountain,/fetod8528/mountain
2021 NCAAM Prediction by 538,/kmldas/2021-ncaam-prediction-by-538
watermelon2.0,/gaotianlinstar/watermelon20
Mens height weight,/pranavcha/mens-height-weight
Elite_8_School_data,/infocusp/elite-8-school-data
List of Doctors in Italy Dead from COVID-19,/vgates/list-of-doctors-in-italy-dead-from-covid19
titanic-ml,/muzyli/titanicml
World Cups,/jsppimentel99/world-cups
stopwords_english_csv,/bertcarremans/stopwords-english-csv
listCity,/smileymask/listcity
Heatmaps and Dendograms data,/smritisingh1997/heatmaps-and-dendograms-data
CORONA TURKIYE,/aellatif/corona-turkiye
carprices,/hashyamodhia/carprices
Iris_model,/ylankazi/iris-model
CreditCardPredictionDS,/sivavardhan/creditcardpredictionds
Example Dataset,/kumarandatascientist/example-dataset
chap_1_2,/tjkim924/chap-1-2
Rokddd,/chastomen/rokddd
GRADE PREDICTION,/ganesh0751/grade-prediction
Election Yakutsk 2021,/shamaevmivt20/election-yakutsk-2021
Italy-covid-daywise[2019-12-31 to 2020-9-3],/shaswatsingh/italycoviddaywise20191231-to-202093
car_selection,/vaibhavdube99/car-selection
Pandas Example,/franciscomcm/pandas-example
Enterprise-Based Unions by Region,/plukreneldilao/enterprisebased-unions-by-region
stopwords,/serdarketenci/stopwords
Cleveland2019-WeatherData,/crained/cleveland2019weatherdata
GoogleTrendsCLE2019,/crained/googletrendscle2019
Real Mean Family and Personal Income in the US,/census/real-mean-family-and-personal-income-in-the-us
Acetic acid bacteria,/teofilkrawczyk/acetic-acid-bacteria
elecdaily,/dky7376/elecdaily
GroceryStoreDataSet,/awasthishreya11/grocerystoredataset
50 startups ,/mrizwanse/50-startups-multiple-linear-regression
tips_data,/chandanadiga/tips-data
score_data,/abhishekjop/score-data
2021-06-05 UFC Contest Dummy Submission,/mdabbert/20210605-ufc-contest-dummy-submission
mdabbert's 2021-06-05 UFC Contest Submission,/mdabbert/mdabberts-20210605-ufc-contest-submission
output-titanic,/matinnb/outputtitanic
SocialNetworking,/akkenapallysharanya/socialnetworking
svetaa,/svetlyra/svetaa
Healthreport2021,/vaibhavdube99/healthreport2021
2021 NCAAW Prediction by 538,/kmldas/2021-ncaaw-prediction-by-538
IRIS flower Data,/lianglirong/iris-flower-data
Chicago Neighborhood Health Clinics - Historical,/chicago/chicago-neighborhood-health-clinics-historical
student_job,/amitkumardas/student-job
heart_problem,/rohitsingh24/heart-problem
heart_disease,/rishal005/heart-disease
Persona71,/enriquebl/persona71
Iris Dataset,/siddhartharanjan/iris-dataset
ppg signal purify update,/emranahmed/ppg-signal-purify-update
Tehran Large Houses,/arianghasemi/tehran-large-houses
Pulitzer Circulation Data,/tunguz/pulitzer-circulation-data
UNBirth,/shishu1421/unbirth
Consumer Price Index for All US Urban Consumers,/tunguz/consumer-price-index-for-all-us-urban-consumers
S&P_Startup,/murats/sp-startup
"Breaking Bad IMDb ratings, votes and US views",/twintyone/breaking-bad-ratings
Sberloga with graphs experiments,/alexandervc/sberloga-with-graphs-experiments
Graph Visualization Task,/alexandervc/graph-visualization-task
base_AMl_Index,/jillurrahaman/base-aml-index
ISO Country Codes and Regions ,/kunal627/iso-country-codes-and-regions
longformer1,/zartash/longformer1
simiple-regression-practice,/hunkszhang/simipleregressionpractice
unsw_data_intro,/richardluo28/unsw-data-intro
heartdata1,/mjeweldhali/heartdata1
Iris Data,/pavaninkaggle/iris-data
Top 20 University WorldRankings 2005 to 2016,/mathurinache/top20universityworldrankings2005to2016
iris vd,/vdimitrievska/iris-vd
heart_disease_detection_dataset,/aashnaprasad/heart-disease-detection-dataset
heart.csv,/michaelweldensea/heartcsv
Heart Disease History,/waseemk78/heart-disease-history
heart disease dataset,/mohammadarshoddin/heart-disease-dataset
Campaign_Dataset,/akshitpriyesh/campaign-dataset
KIIT Counselling Dataset,/rahulbordoloi/kiit-counselling-dataset
Iris Data,/sandhyasivanandam/iris-data
Heart dataset,/snehadey/heart-dataset
Auto Symbol Classification,/ferhatdinc/autosymbolclassification
Iris_dataset,/gurusalivahan/iris-dataset
non-itp-hb-boxplot,/aritrabrahma/nonitphbboxplot
ITP-HB_BOX,/aritrabrahma/itphb-box
Data_Lukas2,/kusanagi84/data-lukas2
LEAGUE OF LEGENDS Worlds 2018 Groups stage ,/kaushikburra/lol-worlds-2018-groups-stage-player-ratings
Iris Data,/sazid28/irisdata
Iris Dataset for Introduction to Machine Learning.,/vishnuramachandran/iris-dataset-for-introduction-to-machine-learning
FedFundsRateFromFRED2021,/davidchilders/fedfundsratefromfred2021
data-simple_linear_regression,/mrtechnical011/datasimple-linear-regression
US Consumer Price Index,/dbsimpson/us-consumer-price-index
Trump CSV1.0,/aethertl/trump-csv10
purchase_power_index,/agowda/purchase-power-index
Standard Metropolitican Area dataset,/aarthikannan/standard-metropolitican-area-dataset
Iris_dataset,/mohdsaqibhbi/iris-dataset
"State-wise Household Electrification 2001, 2011",/kaustic/statewise-household-electrification-2001-and-2011
" French Life Tables "" TDTV8890 """,/mskoubani/french-life-tables-tdtv8890
CTDS.show_Addn_Data,/vinothsuku/ctdsshow-addn-data
Advertising,/shatiilrahman/advertising
Absolute Zero,/alexcampos4/absolute-zero
gender_purchase,/jquinteiro/gender-purchase
Wuhan 2019-nCoV Coronavirus Through Google Trend,/kokecacao/2019-ncov
InlandSea Tsunami Damage,/huseyincot/inlandsea-tsunami-damage
Transistor BC BD,/josevitormichelin/transistor-bc-bd
Position_salaries,/hemanthkumar05/position-salaries
List_of_countries_by_beer_consumption_per_capita,/mathurinache/list-of-countries-by-beer-consumption-per-capita
LINEAR REGGRESION,/tanisir/linear-reggresion
swat_param,/kyonghoson/swat-param
Cruiseship_Quarter,/resaberkeley/cruiseship-quarter
play_tenniss,/krishnagiri/play-tenniss
Roznama Events in KSA,/hebahmirza/roznama-events-in-ksa
Rm Dataset,/nafeelayaz/rm-dataset
ML Regression,/aabritishrestha/ml-regression
Electric data,/mahaboobshaik9491/electric-data
Practical,/honeysinha/practical
dataset_iris,/gusraisuryalaksana/dataset-iris
BD economic indicator,/mdshahjalal2021/bd-economic-indicator
Yawn Count,/logan1x/yawn-count
world-happiness-2019clean,/reisapermatasari/worldhappiness2019clean
TimeSeriesCarSales,/dskagglemt/timeseriescarsales
Position_Salaries,/marioeid/position-salaries
mapping,/harpreetmultani/mapping
visor_prices,/otisaaa/visor-prices
Xente Challenge,/atwine/xente-challenge
AutoMobile Dataset on Kaggle,/sriakhil25/automobile-dataset-on-kaggle
Longitude and Latitude of cities in Tamil Nadu,/seepls/longitude-and-latitude-of-cities-in-tamil-nadu
TestData,/cameronnickerson/testdata
Brazilian 2018 Elections and COVID-19,/jvponte/brazilian-2018-elections-and-covid19
titanic,/ivancampelo/titanics
Airline accident,/mdsolayman1911512548/airline-accident
covid19_india,/davesiddhi/covid19-india
Country Based covid-19 Cases Data Set  ,/daveriddle/country-based-covid19-cases-data-set
Geriatric Mental State,/drarka/geriatric-mental-state
automobile,/rakeshshaw/automobile
Comedian,/davorbudimir/comedian
MultipleLineRegressionSampleData,/parlads/multiplelineregressionsampledata
corona,/energymix/corona
dataset_plantarum,/microbiologii/dataset-plantarum
startup,/batuhanbirkan/startup
classroom-marks,/jaydhanwant/classroommarks
Coronavirus 2019-2020 latest dataset,/tanuprabhu/coronavirus-20192020-latest-dataset
General Patient's Hospital Status,/ashwin6ds/general-patients-hospital-status
"Austin, Tx Zipcodes with Latitude and Longitude ",/tstclair2009/austin-tx-zipcodes-with-latitude-and-longitude
NBA all-time scoring leaders,/mathurinache/nbaalltimescoringleaders
Indian States Latitudes and Longitudes,/kiranreddy24/indian-states-latitudes-and-longitudes
heart_input,/ayan16/heart-input
irisdata,/sanyakanwar/irisdata
indian coordinates,/deepakkaura/indian-coordinates
gini test dataset,/calvindong15/gini-test-dataset
handling missing data,/pankeshpatel/handling-missing-data
Create a new Sudoku and Solve all Sudoku,/bendarodes/sudoku
GBP/USD Historical data (month),/mohsinsajjad/dataset
Computational Thinking Test and Result Data,/amoswish/computational-thinking-test-and-result-data
São Paulo City HDI by neighborhood,/kennynakamura/so-paulo-city-hdi-by-neighborhood
daily-time-spent-on-the-internet-by-young-people,/valchovalev/dailytimespentontheinternetbyyoungpeople
tourism,/zhaofengchen/tourism
Wine_dataset,/mejbahahammad/wine-dataset
Bangladesh District Level COVID-19 Dataset ,/rabbilahmed/bangladesh-district-level-covid19-dataset
google_trends_data_scientist_comparison,/kustin/google-trends-data-scientist-comparison
nba most wins since 1980,/mathurinache/nbamostwinssince1980
List_of_states_with_nuclear_weapons,/mathurinache/list-of-states-with-nuclear-weapons
Hospital data ,/ukveteran/hospital-data
Banco_Vacinacao,/gabriellymaia/banco-vacinacao
Odev-4,/enesharman/odev4
mall_customer_dataset,/singhmaninder/mall-customer-dataset
List_of_countries_by_potato_production,/mathurinache/list-of-countries-by-potato-production
symptoms,/phoenigm/symptoms
ActivityLog,/kks123/activitylog
Spectual Data for Recyclable Items,/bwolfram/spectual-data-for-recyclable-items
Demographic Data,/ransomjunior/demographic-data
WAGE1_DF,/karlmer/wage1-df
IRIS Dataset,/pushkalshukla/iris-dataset
List_of_Latin_American_countries_by_population,/mathurinache/list-of-latin-american-countries-by-population
PW31Data,/tonychenxyz/pw31data
student_linear,/chadansharma/student-linear
startups,/volkanduman/startups
alcoholconsumption,/mammadabbasli/alcoholconsumption
dataset,/volkanduman/dataset
Startups_50,/emircangner/startups-50
provinces geo data ,/jingrrr/provinces-geo-data
Sentiment Analysis,/yehezkielhbr/sentiment-analysis
Multiple Linear Regression - Startups,/sagarvyas22/multiple-linear-regression-startups
Fear Of Statistics,/ivanmusebe/fear-of-statistics
world data really tiny,/midouazerty/world-data-really-tiny
50_startups,/marioeid/50-startups
Hasil Survey 200 Murid SMA Kelas 12 di Amerika,/aubertoktav/hasil-survey-200-murid-sma-kelas-12-di-amerika
Consumo eletrico,/zero101010/consumo-eletricocsv
heart_disease_data,/adepvenugopal/heart-disease-data
Risk Analysis,/jorgebautista5/risk-analysis
defaillacance,/aissamchia/defaillacance
iris_data,/adepvenugopal/iris-data
Coronavirus (COVID-19) dataset -India,/balaaje/coronavirus-covid19-dataset-india
State/UT-wise Domestic/Foreign Tourist India,/debayankar7/stateutwise-domesticforeign-tourist-india
trainlandmark,/nvnnghia/trainlandmark
beverage,/mathfack/beverage
CandiElimination,/kunalag/candielimination
Billboard Top 100,/abhishekdataset/billboard-top-100
uneven dataset12,/muskaanchopra/uneven-dataset12
Nürburgring Top 100,/scottdchris/nurburgring100
Most Popular Twitch Streamers,/mathurinache/mostpopulartwitchstreamers
Country_State_Code_Region_dataset,/ncsaayali/country-state-code-region-dataset
US states  Population 2000-2019,/yassershrief/us-population-20002019
DOITDATASET,/priyankanirankari/doitdataset
PRACTICEDS,/priyankanirankari/practiceds
fruit_dataset_cleaned,/shreyasdandekar/fruit-dataset-cleaned
drinksbycountry,/macostrans/drinksbycountry
IRIS flower dataset,/dolphin123456789/iris-csv
ACC2CSV+00853128,/allanlin/acc2csv00853128
 RULLING STATE GOVERNMENT IN 2021,/gulvya/rulling-state-government-in-2021
IstanbulCitySubwayRouteData,/bugrahan/ibbsayi1
IKEA_CHAIRS_SA,/altalebas/ikea-chairs-sa
Forex Traders,/mathurinache/forextraders
List_of_Asian_states_by_GDP_growth,/mathurinache/list-of-asian-states-by-gdp-growth
salesdata,/jafaropus/salesdata
HEART_DISEASES_PATIENTS_DIAGNOSIS,/dhirendommeti/heart-diseases-patients-diagnosis
bienestar,/elmerrodriguez/bienestar
IrisData,/anbunambi/irisdata
North Scotland precipitation,/ericabelcher/north-scotland-precipitation
synchronous machine,/muhammadgunturnurul/synchronous-machine
codigo-UF,/karolcardoso/codigouf
CODIGO-COR,/karolcardoso/codigocor
coleridge labels by topic,/cascadenite/coleridge-labels-by-topic
temperature,/aditya1618/temperature
Age group details,/deepakkaura/age-group-details
komputer-i-discussion-6-datasets,/amalhanaja/komputeridiscussion6datasets
Happiness Countries,/olivier973/happinest-world
Isaac Omeiza USMAN,/isaacusman/isaac-omeiza-usman
Nepal ICU and Ventilators Occupancy for COVID,/akashsky13/nepal-icu-and-ventilators-occupancy-for-covid
Trends_from_google,/pabloknobel/trends-from-google
petrol consumption,/lalitwagh/petrol-consumption
Heart Disease Dataset,/rischan/heart-disease-dataset
ÖSYM exam grade point average in Turkey,/furkanerhan/sym-exam-grade-point-average-in-turkey
SongData,/sydneystensgard/songdata
[Dataset no longer available],/sanjosedata/parking-garage-data
Iklan_sosmed1,/abdurrahmanwahid/iklan-sosmed1
Internet User growth in India -TRAI,/jayanthkumaruw/internet-user-growth-in-india-trai
Fitnesss,/ankitranjann/fitnesss
Pokemon Type Chart,/jadenbailey/pokemon-type-chart
Brazilian Number Of Murders - 1996 to 2016 (Ipea),/bcosta12/brazilian-number-of-murders-1996-to-2016-ipea
Demand Deposits: Total,/federalreserve/demand-deposits-total
Student Result(4-Sem),/dashsaurav/student-result4sem
Weather Dataset,/subramanyatn/weather-dataset
Covid19_India_Cases,/crbelhekar619/covid19-india-cases
Computer Programming and Data Analysis with Python,/babulmiah/computer-programming-and-data-analysis-with-python
Covid 19 - England / Weekly Number of Case ,/hamzatanc/covid-19-england-weekly-number-of-case
 RULLING STATE GOVERNMENT IN 2021,/gulvya/rulling-state-government-in-2021
ACC2CSV+00853128,/allanlin/acc2csv00853128
Essai Numero 4,/christophelamaison/essai-numero-4
DataSetExam3,/mihalypetreczky/datasetexam3
SENTIMENT,/poojithareddy61199/sentiment
List_of_regions_of_Tanzania_by_GDP,/mathurinache/list-of-regions-of-tanzania-by-gdp
book24,/yeeyong/book24
tips_data,/adepvenugopal/tips-data
Startups,/rabiayada/startups
rock_label,/yangjiahao23/rock-label
Covid-19 Daily Cases Brazil Till 21/08/2020,/ritik2209/covid19-daily-cases-brazil-till-21082020
Baseline-data-Annual,/sagarsinha/baselinedataannual
Eastern_Orthodoxy_by_country,/mathurinache/eastern-orthodoxy-by-country
car_desions,/vaibhavdube99/car-desions
DataSetEx6,/mihalypetreczky/datasetex6
FichierTestData-region2019-csv,/laetitialecellier/fichiertestdataregion2019csv
Popular Streamed Games,/mathurinache/popularstreamedgames
Supreme Court Demographic Database,/rlweath/supreme-court-demographic-database
TempoAtendimentoCrechesSp_2,/ygorjesus/tempoatendimentocrechessp-2
filedata1,/khnhbi/filedata1
dataset,/riyadealmuhafiz/dataset
Salary Data,/pritamaber/salary-data
covid_19,/thanhhai24/covid-19
SMS abbreviations ,/samarthgupta39/sms-abbreviations
car sales,/anunats/car-sales
smartphones_notebook,/pouyaaskari/smartphones-notebook
LR_ads,/pouyaaskari/lr-ads
country_name2,/pouyaaskari/country-name2
USA Unemployment Rate from 1989 to 2017,/junfeng142857/usa-unemployment-rate-from-1989-to-2017
Airline,/umaer369/airline
boston_housing1,/rahuldogra/boston-housing1
Car Sales Data,/amitindian/car-sales-data
Heart attack analysis and prediction datasets,/pawanbist/heart-attack-analysis-and-prediction-datasets
Gasoline Index May 2021,/valchovalev/gasoline-index-may-2021
Linear,/prajanshukla/linear
Prague Neighborhoods Dataset,/konecfil/prague-neighborhoods-dataset
UK SARS-CoV-2 Variant cases by week,/danteetoo/uk-sarscov2-variant-cases-by-week
50_startups,/ibrahimmarangoz/50-startups
nepal covid-19 infection data,/apadhikari/nepal-covid19-infection-data
odd one out,/yashbansal1099/odd-one-out
Essai Numero 4,/christophelamaison/essai-numero-4
kids_test,/pejepej/kids-test
socioeconomic,/muz001/socioeconomic
testdatasalary,/mustafatozlu/testdatasalary
IPL Auction 2021 Dataset,/shahedarman/ipl-auction-2021-dataset
50_Stratups,/gautamkumarjaiswal/50-stratups
DATA.csv,/sonurai/datacsv
Nishan,/sadeqbinjafar/nishan
Salary_Data,/hadiuzzamanovi/salary-data
data.1,/mushfiqurrahman32/data1
Height-Weight-Dataset,/abhishikththul/heightweightdataset
Kpk Corona Cases March 2021,/hassanmrwt/kpk-corona-cases-march-2021
heart disease,/farhannabil/heart-disease
My 2nd Dataset,/vijayakishoredusi/my-2nd-dataset
Outlier Demo,/harrimansaragih/outlier-demo
Social,/ishikajain27/social
برنامج اكسس ;LW[EL;AL;K,/meadateeq/-lwelalk
LSJKLJF'ALEJK'LFMCZX/.MVKDSJRGOPER,/meadateeq/lsjkljfalejklfmczxmvkdsjrgoper
nitrotype bot or not,/adl212/nitrotype-bot-or-not
"TVP ""News"" Banners",/luxf3rre/tvp-news-banners
SWP FINAL PROJECT ,/kabbokumar/swp-final-project
preprocessing dataset,/kesavapedda118/preprocessing-dataset
Datafile,/anjalydivakaran/datafile
Population_City_of_Rest,/maximpolikarpov/population-city-of-rest
Mediacompany,/jnikhilsai/mediacompany
citibike,/nikitakrutogolov/citibike
Iris Dataset,/pramod7/iris-dataset
iso country codes,/l100518832/iso-country-codes
Financial-borrow,/sivaramana/financial-borrow
state_tz,/kbekal/state-tz
carsdata,/nandansahgal/carsdata
UFC 253 Prediction Contest Submission,/mdabbert/ufc-253-prediction-contest-submission
The American Presidency Project,/achintyatripathi/american-elections
Breast Cancer Health Patrol Team,/mohammadjoudi/breast-cancer-health-patrol-team
heart-disease,/farhannabil/heartdisease
"part2,datasetEX6",/heqiyang/part2datasetex6
Part2_1,/ruiliuskema/part2-1
Covid-19 Malaysia - Data Analysis,/deivashreeselvarajoo/covid19-malaysia-data-analysis
image_ids_csv,/ashishurankar/image-ids-csv
Diabetic retinopathy ,/ukveteran/diabetic-retinopathy
Output_Cleaned,/mradulgaur1282/output-cleaned
Böögg burning times,/kkanders/sechselaeuten
Copy of wikipedia-language-iso639,/sophieg/wikipedia-language-iso639
Movie data,/akashujjwal/movie-data
TB Non-Routine Surveillance of HIV,/mpwolke/cusersmarildownloadssurveillancecsv
List_of_books_banned_by_governments,/mathurinache/list-of-books-banned-by-governments
MrRooters Twitter Daily Follower Counts,/tennispro1213/mrrooters-twitter-daily-follower-counts
"Public School Staff, Students and Spending 1970-2",/mathurinache/publicschoolstaffstudentsandspending19702020
loan_application,/carlotaleon/loan-application
"Federal government; consumer credit, student loans","/federalreserve/federal-government;-consumer-credit,-student-loans"
Average Heights and Weights for American Women ,/ukveteran/average-heights-and-weights-for-american-women
Books_published_per_country_per_year,/mathurinache/books-published-per-country-per-year
deadliest diseases,/mathurinache/deadliestdiseases
Student Scores,/jahidsizansani/student-scores
Students Study Hour,/jahidsizansani/students-study-hour
House_Price_prediction,/aditiranibehera/house-price-prediction
Plant nurturing guidelines,/rameshgupta74/plant-nurturing-guidelines
insurance data,/gauravkoradiya/insurance-data
International_rankings_of_Estonia,/mathurinache/international-rankings-of-estonia
International_rankings_of_China,/mathurinache/international-rankings-of-china
ANOVAtry,/zhiqingcui/anovatry
Dataset,/akaash/dataset
Super Mario Party dice,/riccardogiussani/super-mario-party-dice
Gold Prices by each year,/abdullahkabak/gold-prices-by-each-year
FIFA_World_Rankings,/mathurinache/fifa-world-rankings
Schoolar features that improve the grade,/rafaelrocha/schoolar-features-that-improve-the-grade
Salary Data set,/joyroychowdhury/salary-data-set
CompanyData,/omar153156435/companydata
Censo poblacion España a 1 de enero 2020,/jesuslopezlopez/censo-poblacion-espaa-a-1-de-enero-2020
Data.csv,/nimishdalvi/datacsv
UCB Admissions,/ukveteran/ucb-admissions
Datasets Testing,/vijayakishoredusi/datasets-testing
drugsRec,/ralietnl/drugsrec
Dataset for Classifiers,/parteekbhatia/dataset-for-classifiers
List_of_Malaysian_states_by_GDP,/mathurinache/list-of-malaysian-states-by-gdp
Titanic - Machine Learning from Disaster,/krithikk/titanic-machine-learning-from-disaster
Most Popular SUPERHEROES 1989 - 2019,/mathurinache/mostpopularsuperheroes19892019
List_of_countries_by_the_number_of_millionaires,/mathurinache/list-of-countries-by-the-number-of-millionaires
SalesQuantity,/ranja7/salesquantity
izmir_dagitilan_mama,/ezgicevahirbulut/izmir-dagitilan-mama
shopee-product-matching-test,/adiben/shopeeproductmatchingtest
dentalfollowup,/sreenidhibulusu/dentalfollowup
MAll_dataset,/vaibhavdube99/mall-dataset
cleanning,/ghazouani2021/cleanning
Population Dataset,/mehedihasan9021/population-dataset
Тест 2,/mariyal/test2
Salary_YearsExp_Data,/islamismail/salary-yearsexp-data
heart86503,/himanshu86503/heart86503
Schoolgradesdataset,/poojan123/schoolgradesdataset
Manual naivebayes prediction amazon alexa reviews,/viditsanghvi/manual-naivebayes-prediction-amazon-alexa-reviews
petrol_consumption,/davidjas/petrol-consumption
user_stats,/pbhojwani/user-stats
Salary_Data_prediction,/sultanaraziaasha/salary-data-prediction
Melting_point_of_water,/rameshmarhatta/melting-point-of-water
dataset,/nikhilgopale/dataset
Data file,/nikhilgopale/data-file
Malaysian states and Human Development Index,/saffronww/malaysian-states-by-human-development-index
my_state_labels,/pinopinott/my-state-labels
GoogleTrendsCleHeachace2019,/crained/googletrendscleheachace2019
salary_data,/abrahamanderson/salary-data
company_startups,/abrahamanderson/company-startups
crop_yield,/tarachand2coder/crop-yield
Indian hotel salary dataset,/shravanshibu/indian-hotel-salary-dataset
Girls Dataset,/kyoyasuhisa/girls-dataset
Books Best Seller,/moon1993/books-best-seller
US States and Regions of China by Population,/auenwald/us-states-and-regions-of-china-by-population
Population of Cities in Vietnam,/gtto00/population-of-cities-in-vietnam
Customer,/shrutilendhe/customer
256 Random Coin Flip Entries,/irkanhadi/256-coin-flip-entries
toydataset,/cypherxray/toydataset
FATF Countries blacklist as per wiki,/kpiplai/fatf-countries-blacklist-as-per-wiki
Pubg Guns Stat,/ashish961169/pubg-guns-stat
salary,/bhargav99/salary
Data analyst assignment dataset,/simbatmotsi/data-analyst-assignment-dataset
us-state-tz,/kbekal/usstatetz
Hubble 1929,/pascalhouba/hubble-1929
data_midterm,/egormaslikov/data-midterm
dados2,/eliromero3141/dados2
dados2,/isabelatonelli/dados2
exerciciosistemasdecisao,/leandrobage/exerciciosistemasdecisao
dados1.csv,/eliromero3141/dados1csv
Players,/samisbat/players
Jogar Tênis,/niltoncanto/jogar-tnis
Sample Stocks dataset,/matrickx/sample-stocks-dataset
bad drivers,/monicaoui/bad-drivers
Pulp_and_paper_industry,/mathurinache/pulp-and-paper-industry
NYC Revenue Comps,/new-york-city/nyc-revenue-comps
Perfil da População por Estado,/luizph21/perfil-da-populao-por-estado
sales-2015,/aman1py/sales2015
European Central Bank Interest Rates 1999-2021,/addasdaw/european-central-bank-interest-rates-19992021
The Office Viewer Ratings,/lukewiebolt/wiki-scrape-the-office
Tech ETF,/nawapatudom/tech-etf
Austrian happieness old scores ,/omarshaaban/austrian-happieness-old-scores
List_of_countries_by_GDP_-nominal-,/mathurinache/list-of-countries-by-gdp--nominal-
gdp_korea,/dbetter/gdp.csv
m5_Unemployment_rate,/wonjunpark/m5-unemployment-rate
Price&Sales of Avocado in New-York year2016-2019,/nahhii/pricesales-of-avocado-in-newyork-year20162019
Amsterdam poi,/steveding/amsterdam-poi
Iris data,/dnuttle/iris-data
UCI-breast-cancer-wisconsin-cleaned,/rival2all/ucibreastcancerwisconsincleaned
Comic_dataframe,/jilpagambhir/comic-dataframe
Employment Trend ,/hariharantnm/employment-trend
50 startups,/aynrkatircioglu/50-startups
Fuel consumption,/georgesaavedra/fuel-consumption
Data Scientist skills,/joerakhimov/data-scientist-skills
gbpusd,/sz01zzzzz/gbpusd
testing,/kendrickrex/testing
validating,/kendrickrex/validating
soil measurement in different layers,/alirisheh/soil-measurement-in-different-layers
Amazon Kindle prices,/patrickgomes/amazon-kindle-price-prediction-by-nlp
Perillo,/nelcynata/perillo
covidData_IndianState_wise_Dec12.csv,/umangsharmacs/coviddata-indianstate-wise-dec12csv
Cities of Pakistan with Coordinates,/aghabdurauf/cities-of-pakistan-with-coordinates
Airline dataset,/mdsolayman1911512548/airline-dataset
heartdata,/aditya1618/heartdata
submission1.csv,/sasisurangliamsuwan/submission1csv
DataFrite,/jeancloarec/datafrite
data-iris,/guilhermeguimaraes12/datairis
dadosiris,/guilhermeguimaraes12/dadosiris
Opentable state of the restaurant industry,/jaimeblasco/opentable-state-of-the-restaurant-industry
India States Covid Data,/sachinrajput17/india-states-covid-data
BEIR VII animal data,/owensca/beir-vii-animal-data
Snowdonia rainfall,/ericabelcher/snowdonia-rainfall
FGVC8_duplicates,/bokuyuga/fgvc8-duplicates
fruits,/rdayala/fruits
Airline_Passenger_data,/aditya230688/airline-passenger-data
TheFundamentals - GaussianProcesses,/tmcketterick/thefundamentals-gaussianprocesses
UN HDI dataset,/robbies/unhdi
train_data,/abdoelmezo/train-data
customer_segmentation,/abrahamanderson/customer-segmentation
nlp dataset,/rishalnishma/nlp-dataset
elemental_properties,/cbartel/elemental-properties
 Oceanic Niño Index,/cccccclong/oceanic-nio-index
Topic Servey Dataset,/muhammadmazhar1/topic-servey-dataset
Salary Datas,/hillolroy/salary-datas
New York Weather,/adepvenugopal/new-york-weather
Weather data,/adepvenugopal/weather-data
Most Visited websites,/mathurinache/mostvisitedwebsites
Sikhism_by_country,/mathurinache/sikhism-by-country
social-network-ads,/himanshu911/socialnetworkads
Kerala Election Result 2021,/punalur/kerala-election-result-2021
ipl-iitm-input-test,/invincibleprince/ipliitminputtest
loansdata2,/abrahamanderson/loansdata2
50 Best companies for diversity,/shrutikaggle/best-companies-for-diversity
Population_data,/siddheshpujari/population-data
Tamilnadu Road Accidents - 2018-  Type of Vehicles,/mkbamcspsgct/tamilnadu-road-accidents-2018-type-of-vehicles
Turkey's mobile banking user commentary analysis,/huseyinkilic/turkeys-mobile-banking-user-commentary-analysis
"Turkey City Population, 2019",/filebekcisi/turkey-city-population-2019
Grunfeld Investment Data ,/ukveteran/grunfeld-investment-data
iris-data,/shivambaldha/irisdata
Wordwide Youtube Searches 2008-Present,/elisabethfonden/wordwide-youtube-searches-2008present
Rajasthan_corona,/nihalsingh2391/rajasthan-corona
Handwashing,/codyfreeman/handwashing
WDI-Türkiye Bes Yas Alti Olum,/fatmayildirim/trkiyebesyasaltiolum
university dataset,/simrannaresh/university-dataset
SOUQ.COM DATASET,/marwahmm/souqcom-dataset
Global temperature anomalies ,/ukveteran/global-temperature-anomalies
Los Angeles Delivered Recycled Water,/cityofLA/los-angeles-delivered-recycled-water
male female new,/deukjunko/male-female-new
UCI_Mountain_Bike_Marathon_World_Championships,/mathurinache/uci-mountain-bike-marathon-world-championships
Top Orange Producing Countries,/mathurinache/toporangeproducingcountries
ConcentracionPM10Bogota,/juanramirezb/concentracionpm10bogota
james bond,/altonnicholas/james-bond
Change & Percent Change of GDP '19-'20 by Country,/charlieevert/change-percent-change-of-gdp-1920-by-country
predicting student performance,/yogeshsharadpatil/predicting-student-performance
lung_volume,/harutot/lung-volume
