dataset name,url
International_rankings_of_Uganda,/mathurinache/international-rankings-of-uganda
List_of_countries_by_copper_exports,/mathurinache/list-of-countries-by-copper-exports
messi season wise international,/jayeshshaw/messi-season-wise-international
Messi Club Season Wise Stats,/jayeshshaw/messi-club-season-wise-stats
covid19_india,/davesiddhi/covid19-india
Airline accident,/mdsolayman1911512548/airline-accident
Country Based covid-19 Cases Data Set  ,/daveriddle/country-based-covid19-cases-data-set
automobile,/rakeshshaw/automobile
Geriatric Mental State,/drarka/geriatric-mental-state
Comedian,/davorbudimir/comedian
covid-19-time-series data frames,/sagarnilbose/covid19timeseries-data-frames
corona,/energymix/corona
HPA_241-,/makotoikeda/hpa-241
Startups_50,/emircangner/startups-50
dataset,/volkanduman/dataset
Sentiment Analysis,/yehezkielhbr/sentiment-analysis
world data really tiny,/midouazerty/world-data-really-tiny
50_startups,/marioeid/50-startups
Change in Labor Market Conditions Index,/federalreserve/change-in-labor-market-conditions-index
Monthy Car Sales,/tysonhayes/monthy-car-sales
Online Home Sensors,/puzuwe/online-home-sensors
Citrus_production,/mathurinache/citrus-production
E.Africa cellulars per 100 inhabitants,/fourbic/eafrica-cellulars-per-100-inhabitants
simple dataset,/mrizwanse/simple-dataset
Kobe_Bryant_column_meta,/saswata6490/kobe-bryant-column-meta
Bonos Dolar MEP,/juanfe/bonos-dolar-mep
heartdisease,/manishbalaji/heartdisease
MTGDATA,/calebgd/mtgdata
Bangladesh Rice Import Data,/msjahid/bangladesh-rice-import-data
subway data,/feraco/subway-data
NBA 2020 Social Justice Messages on Jerseys,/martj42/nba-2020-social-justice-messages-on-jerseys
Ahmadiyya_by_country,/mathurinache/ahmadiyya-by-country
Latest Covid19 Data-Assam,/amritpal333/latest-covid19-dataassam
MultipleLineRegressionSampleData,/parlads/multiplelineregressionsampledata
Nürburgring Top 100,/scottdchris/nurburgring100
Country_State_Code_Region_dataset,/ncsaayali/country-state-code-region-dataset
US states  Population 2000-2019,/yassershrief/us-population-20002019
PRACTICEDS,/priyankanirankari/practiceds
DOITDATASET,/priyankanirankari/doitdataset
The 125 most topographically prominent summits,/justynapxw/the-125-most-topographically-prominent-summits
drinksbycountry,/macostrans/drinksbycountry
IRIS flower dataset,/dolphin123456789/iris-csv
ActivityLog,/kks123/activitylog
Fear Of Statistics,/ivanmusebe/fear-of-statistics
WAGE1_DF,/karlmer/wage1-df
IRIS Dataset,/pushkalshukla/iris-dataset
happinessvmoney,/ilayaraja97/happinessvmoney
PW31Data,/tonychenxyz/pw31data
Solar system objects,/tgamsjaeger/solar-system-objects
provinces geo data ,/jingrrr/provinces-geo-data
student_linear,/chadansharma/student-linear
Startups_50,/emircangner/startups-50
dataset,/volkanduman/dataset
Area Example,/mamoneye/area-example
titanic,/eranuragsingh/titanic
coleridge labels by topic,/cascadenite/coleridge-labels-by-topic
codigo-UF,/karolcardoso/codigouf
CODIGO-COR,/karolcardoso/codigocor
temperature,/aditya1618/temperature
Age group details,/deepakkaura/age-group-details
Happiness Countries,/olivier973/happinest-world
komputer-i-discussion-6-datasets,/amalhanaja/komputeridiscussion6datasets
Isaac Omeiza USMAN,/isaacusman/isaac-omeiza-usman
heart_disease_data,/adepvenugopal/heart-disease-data
MPI_national.csv,/jamesmuniu/mpi-nationalcsv
Risk Analysis,/jorgebautista5/risk-analysis
defaillacance,/aissamchia/defaillacance
iris_data,/adepvenugopal/iris-data
beverage,/mathfack/beverage
trainlandmark,/nvnnghia/trainlandmark
Billboard Top 100,/abhishekdataset/billboard-top-100
CandiElimination,/kunalag/candielimination
uneven dataset12,/muskaanchopra/uneven-dataset12
dataset,/riyadealmuhafiz/dataset
Salary Data,/pritamaber/salary-data
TempoAtendimentoCrechesSp_2,/ygorjesus/tempoatendimentocrechessp-2
Height and Weight,/sweta20scse2110001/height-and-weight
Telangana Hospitals,/sumendar/telangana-hospitals
Trends_from_google,/pabloknobel/trends-from-google
Internet Usage per Minute ,/ukveteran/internet-usage-per-minute
Heart Disease Dataset,/rischan/heart-disease-dataset
diabetes risk prediction dataset,/shikhnu/diabetes-risk-prediction-dataset
UMTMVS,/wilderuni/umtmvs
Stock Market Industries,/raghumolabanti/stock-market-industries
Shop Sales Report,/ashwin6ds/shop-sales-report
List_of_ASEAN_countries_by_GDP,/mathurinache/list-of-asean-countries-by-gdp
Movie_ratings,/deepakg578/movie-ratings
predicting hatecrimes based on income inequality,/jessy99/five-thirty-eight-hate-crimes
Lecture_Datasets,/hinatsurux/lecture-datasets
 RULLING STATE GOVERNMENT IN 2021,/gulvya/rulling-state-government-in-2021
ACC2CSV+00853128,/allanlin/acc2csv00853128
ML DA 5,/mayankkilhor/ml-da-5
Short_track_speed_skating_at_the_Winter_Olympics,/mathurinache/short-track-speed-skating-at-the-winter-olympics
kids_test,/pejepej/kids-test
test222,/pejepej/test222
DataSetExam3,/mihalypetreczky/datasetexam3
Olympic Medals,/mathurinache/olympicmedals
SENTIMENT,/poojithareddy61199/sentiment
List_of_regions_of_Tanzania_by_GDP,/mathurinache/list-of-regions-of-tanzania-by-gdp
myratings.csv,/josephshanak/myratingscsv
book24,/yeeyong/book24
tips_data,/adepvenugopal/tips-data
Startup_Investment,/shijithkannoth/startup-investment
Startups,/rabiayada/startups
rock_label,/yangjiahao23/rock-label
enjoysport_candi_elmi.csv,/shashidharpaib/enjoysport-candi-elmicsv
Covid-19 Daily Cases Brazil Till 21/08/2020,/ritik2209/covid19-daily-cases-brazil-till-21082020
Baseline-data-Annual,/sagarsinha/baselinedataannual
Eastern_Orthodoxy_by_country,/mathurinache/eastern-orthodoxy-by-country
car_desions,/vaibhavdube99/car-desions
DataSetEx6,/mihalypetreczky/datasetex6
FichierTestData-region2019-csv,/laetitialecellier/fichiertestdataregion2019csv
TempoAtendimentoCrechesSp_2,/ygorjesus/tempoatendimentocrechessp-2
graduate-admissions,/saurabhkamble3333/graduateadmissions
Linear Regression EDA Python,/rishisharma/linear-regression-eda-python
Premier League 19/20 Results and Pre-Game Odds,/raviachan/premier-league-1920-results-and-pregame-odds
PolynomialRegression,/ayoub007/polynomialregression
LR_ads,/pouyaaskari/lr-ads
country_name2,/pouyaaskari/country-name2
USA Unemployment Rate from 1989 to 2017,/junfeng142857/usa-unemployment-rate-from-1989-to-2017
Household expenditure of districts in SL in 2013,/praanj/household-expenditure-of-districts-in-sl-in-2013
Airline,/umaer369/airline
boston_housing1,/rahuldogra/boston-housing1
List_of_countries_by_received_FDI,/mathurinache/list-of-countries-by-received-fdi
Car Sales Data,/amitindian/car-sales-data
Heart attack analysis and prediction datasets,/pawanbist/heart-attack-analysis-and-prediction-datasets
Prague Neighborhoods Dataset,/konecfil/prague-neighborhoods-dataset
Linear,/prajanshukla/linear
Gasoline Index May 2021,/valchovalev/gasoline-index-may-2021
UK SARS-CoV-2 Variant cases by week,/danteetoo/uk-sarscov2-variant-cases-by-week
50_startups,/ibrahimmarangoz/50-startups
odd one out,/yashbansal1099/odd-one-out
kids_test,/pejepej/kids-test
mens100mfree,/sidneylevine/mens100mfree
Testdata_0521,/eunohs/testdata-0521
updatecovid,/farinanatasa/updatecovid
GoogleTrend,/minhkhangphm/googletrend
Dataset,/jasperimmanuel/dataset
"Indicators (GDP, HDI...) for 48 countries (2006)",/cmmm976/indicators-gdp-hdi-for-48-countries-2006
population_in_Seoul,/kerow1004/population-in-seoul
Oakland Rate of Acute Preventable Hospitalizations,/cityofoakland/oakland-rate-of-acute-preventable-hospitalizations
International_rankings_of_Chile,/mathurinache/international-rankings-of-chile
International_rankings_of_Belarus,/mathurinache/international-rankings-of-belarus
organic small molecules,/mrwaqas/organic-small-molecules
Metrail ,/gauravduttakiit/metrail
"Sri Lankan Presidential Election Prediction, 2019",/praanj/srilankanpresidentialelectionprediction2019
How to optimize the game app,/sorakim/how-to-optimize-the-game-app
CarPricePrediction,/krishcy25/carpriceprediction
abates,/leicianepereira/abates
update-covid,/mellmelonnn/updatecovid
covid_19,/thanhhai24/covid-19
distTest,/eunohs/disttest
Сабмішн,/mihaluch/utput
homeless,/pratikpharate1554/homeless
The American Presidency Project,/achintyatripathi/american-elections
Early-stage-diabetes-risk-prediction-dataset,/kushal1506/earlystagediabetesriskpredictiondataset
Breast Cancer Health Patrol Team,/mohammadjoudi/breast-cancer-health-patrol-team
Museum,/fetod8528/museum
heart-disease,/farhannabil/heartdisease
state_tz,/kbekal/state-tz
"part2,datasetEX6",/heqiyang/part2datasetex6
Part2_1,/ruiliuskema/part2-1
image_ids_csv,/ashishurankar/image-ids-csv
Diabetic retinopathy ,/ukveteran/diabetic-retinopathy
Heart Disease Data set,/toupasana/heart-disease-data-set
Output_Cleaned,/mradulgaur1282/output-cleaned
Böögg burning times,/kkanders/sechselaeuten
socioeconomic,/muz001/socioeconomic
testdatasalary,/mustafatozlu/testdatasalary
DATA.csv,/sonurai/datacsv
Salary_Data,/hadiuzzamanovi/salary-data
50_Stratups,/gautamkumarjaiswal/50-stratups
Nishan,/sadeqbinjafar/nishan
Students Study Hour,/jahidsizansani/students-study-hour
BİLSEM Contact Information Dataset,/atillaakku/bilsem-contact-information-dataset
KitchenUtensils,/batuhandolgun/kitchenutensils
IBRD Balance Sheet FY2012,/theworldbank/ibrd-balance-sheet-fy2012
nyc.wether,/hitesh19/nycwether
cancer_test,/marict/cancer-test
Oakland PD Academy & Field Training Attrition Rate,/cityofoakland/oakland-pd-academy-field-training-attrition-rate
Machines Produced in a Decade,/heavenbasket/machines-produced-in-a-decade
List_of_countries_by_unemployment_rate,/mathurinache/list-of-countries-by-unemployment-rate
andaman_covid19,/munagalavijayakumar/andaman-covid19
Dataset,/akaash/dataset
Datafile,/anjalydivakaran/datafile
Population_City_of_Rest,/maximpolikarpov/population-city-of-rest
citibike,/nikitakrutogolov/citibike
Iris Dataset,/pramod7/iris-dataset
logistic_reg_visual,/salmaeng/logistic-reg-visual
iso country codes,/l100518832/iso-country-codes
Financial-borrow,/sivaramana/financial-borrow
carsdata,/nandansahgal/carsdata
Heart attack data,/maher3id/heart-attack-data
Data file,/nikhilgopale/data-file
dataset1.csv,/moaaztameer/dataset1csv
FIFA_World_Rankings,/mathurinache/fifa-world-rankings
Schoolar features that improve the grade,/rafaelrocha/schoolar-features-that-improve-the-grade
Salary Data set,/joyroychowdhury/salary-data-set
CompanyData,/omar153156435/companydata
UCB Admissions,/ukveteran/ucb-admissions
Data.csv,/nimishdalvi/datacsv
drugsRec,/ralietnl/drugsrec
Titanic - Machine Learning from Disaster,/krithikk/titanic-machine-learning-from-disaster
Powerball Draws in Order,/kevinoden/powerball-draws-in-order
80 years of March Madness,/annahuntington/mens-final-four-results-19392019
ICT_Development_Index,/mathurinache/ict-development-index
Seattle Neighborhoods,/dangermc/seattle-neighborhoods
loan_application,/carlotaleon/loan-application
MrRooters Twitter Daily Follower Counts,/tennispro1213/mrrooters-twitter-daily-follower-counts
Death Probability,/mathurinache/deathprobability
Restaurant Tips,/sanamps/restaurant-tips
House_Price_prediction,/aditiranibehera/house-price-prediction
Student Scores,/jahidsizansani/student-scores
us-state-tz,/kbekal/usstatetz
Players,/samisbat/players
lecture8data1,/jhskaggle/lecture8data1
Month and Sales,/murats/monthandsales
Population Dataset,/mehedihasan9021/population-dataset
cleanning,/ghazouani2021/cleanning
Тест 2,/mariyal/test2
Salary_YearsExp_Data,/islamismail/salary-yearsexp-data
heart86503,/himanshu86503/heart86503
Manual naivebayes prediction amazon alexa reviews,/viditsanghvi/manual-naivebayes-prediction-amazon-alexa-reviews
petrol_consumption,/davidjas/petrol-consumption
user_stats,/pbhojwani/user-stats
Salary_Data_prediction,/sultanaraziaasha/salary-data-prediction
Smoking,/ukveteran/smoking
GoogleTrendsCleHeachace2019,/crained/googletrendscleheachace2019
company_startups,/abrahamanderson/company-startups
salary_data,/abrahamanderson/salary-data
Gold Prices by each year,/abdullahkabak/gold-prices-by-each-year
Melting_point_of_water,/rameshmarhatta/melting-point-of-water
dataset,/nikhilgopale/dataset
Fish_Dataset,/rushilg13/fish-dataset
Film Actors With Most Movies,/mathurinache/filmactorswithmostmovies
Placements,/nithinkumarkr/placements
installs,/sergiodamianpucheta/installs
haberman dataset,/shyamtyagi/haberman-dataset
Meningococcal Meningitis | Country-wise Data,/souro12/meningococcal-meningitis-countrywise-data
Triathlon_at_the_Summer_Olympics,/mathurinache/triathlon-at-the-summer-olympics
salary,/bhargav99/salary
events,/ashydv/events
Data analyst assignment dataset,/simbatmotsi/data-analyst-assignment-dataset
Super Mario Party dice,/riccardogiussani/super-mario-party-dice
data_midterm,/egormaslikov/data-midterm
Hubble 1929,/pascalhouba/hubble-1929
Haberman,/dharmendrakawasthi/haberman
Heart Disease Prediction ,/praagnya/heart-disease-prediction
dados1.csv,/eliromero3141/dados1csv
dados2,/eliromero3141/dados2
dados2,/isabelatonelli/dados2
exerciciosistemasdecisao,/leandrobage/exerciciosistemasdecisao
Time Series Analysis - AirPassengers,/princesh/time-series-analysis-airpassengers
Sample Stocks dataset,/matrickx/sample-stocks-dataset
Simple Linear Regression,/suyogya/simple-linear-regression
Fraud Atm Pin Data,/dsmailarshad/fraud-atm-pin-data
CreativityAnalyticsMetrics,/gokulbabyalex/creativitymetrics
Bank Prime Loan Rate Changes: Historical Dates,/federalreserve/bank-prime-loan-rate-changes-historical-dates
International_rankings_of_Malawi,/mathurinache/international-rankings-of-malawi
Meals and their recipes to follow in cooking,/rameshgupta74/meals-and-their-recipes-to-follow-in-cooking
PatientsCSV,/gmort001/patientscsv
Female Births in CA,/avimehta14/female-births-in-ca
US DOT Large Truck and Bus Crash Data,/tobey1/bigtruckfatalities1975to2014
kinder,/alvations/kinder
Amsterdam poi,/steveding/amsterdam-poi
highest grossing bollywood films,/mathurinache/highestgrossingbollywoodfilms
Iris data,/dnuttle/iris-data
UCI-breast-cancer-wisconsin-cleaned,/rival2all/ucibreastcancerwisconsincleaned
Comic_dataframe,/jilpagambhir/comic-dataframe
Employment Trend ,/hariharantnm/employment-trend
Indian hotel salary dataset,/shravanshibu/indian-hotel-salary-dataset
Fish_Dataset,/rushilg13/fish-dataset
List_of_countries_by_aluminium_oxide_production,/mathurinache/list-of-countries-by-aluminium-oxide-production
50 startups,/aynrkatircioglu/50-startups
Fuel consumption,/georgesaavedra/fuel-consumption
Most Subscribed Beauty Youtubers,/mathurinache/mostsubscribedbeautyyoutubers
binary,/mitchellodili/binary
testing,/kendrickrex/testing
validating,/kendrickrex/validating
gbpusd,/sz01zzzzz/gbpusd
Perillo,/nelcynata/perillo
covidData_IndianState_wise_Dec12.csv,/umangsharmacs/coviddata-indianstate-wise-dec12csv
Cities of Pakistan with Coordinates,/aghabdurauf/cities-of-pakistan-with-coordinates
Airline dataset,/mdsolayman1911512548/airline-dataset
data-iris,/guilhermeguimaraes12/datairis
dadosiris,/guilhermeguimaraes12/dadosiris
heartdata,/aditya1618/heartdata
submission1.csv,/sasisurangliamsuwan/submission1csv
DataFrite,/jeancloarec/datafrite
Opentable state of the restaurant industry,/jaimeblasco/opentable-state-of-the-restaurant-industry
HeightData,/mlomuscio/heightdata
Elecciones municipales Zaragoza,/jorgeatgu/elecciones-municipales-zaragoza
datasets,/lifearchitect/adscsv
yangonhousehold,/thuranaing411/yangonhousehold
Airline_Passenger_data,/aditya230688/airline-passenger-data
Sales Data,/sophicist/sales-data
TheFundamentals - GaussianProcesses,/tmcketterick/thefundamentals-gaussianprocesses
UN HDI dataset,/robbies/unhdi
Snf2 subfamily clustering,/hientrinh93/snf2-subfamily-clustering
customer_segmentation,/abrahamanderson/customer-segmentation
train_data,/abdoelmezo/train-data
nlp dataset,/rishalnishma/nlp-dataset
 Oceanic Niño Index,/cccccclong/oceanic-nio-index
Topic Servey Dataset,/muhammadmazhar1/topic-servey-dataset
Salary Datas,/hillolroy/salary-datas
New York Weather,/adepvenugopal/new-york-weather
Weather data,/adepvenugopal/weather-data
hiring_data,/carrollstreet/hiring-data
Sikhism_by_country,/mathurinache/sikhism-by-country
social-network-ads,/himanshu911/socialnetworkads
Kerala Election Result 2021,/punalur/kerala-election-result-2021
DSA tests dataset 2019,/cristianmihaescu/dsa-test-dataset
ipl-iitm-input-test,/invincibleprince/ipliitminputtest
used vehicles prices,/adityakumaar/used-vehicles-prices
alcohol,/chcpython/alcohol
Wordwide Youtube Searches 2008-Present,/elisabethfonden/wordwide-youtube-searches-2008present
List_of_countries_by_smartphone_penetration,/mathurinache/list-of-countries-by-smartphone-penetration
Rajasthan_corona,/nihalsingh2391/rajasthan-corona
World Bank's Global Economic Prospects Data,/alenavorushilova/world-banks-global-economic-prospects-data
List_of_countries_by_4G_LTE_penetration,/mathurinache/list-of-countries-by-4g-lte-penetration
Handwashing,/codyfreeman/handwashing
Affordable Housing - Senior Housing Units,/sanjosedata/affordable-housing-senior-housing-units
NumberDivisibilty,/nnair25/rnnimplementation
contenido_agua,/eltongas2018/contenido-agua
Pro Football Reference 2016 O. Line Penalty Data,/jacksonmantkowski/pro-football-reference-2016-o-line-penalty-data
Mental Health at Western University,/anniefisher/mental-health-at-western-university
AIRQualityData,/olgazharikova/airqualitydata
Military Expenditure 1990-2020,/mathurinache/militaryexpenditure19902020
Marvel vs DC,/mathurinache/marvelvsdc
Z-table,/chernoben/ztable
Worshipping God,/ananthramvijayaraj/worshipping-god
CO2 emission of cars,/shubhamgupta11/co2-emission-of-cars
FGVC8_duplicates,/bokuyuga/fgvc8-duplicates
purchase_power_index,/agowda/purchase-power-index
Standard Metropolitican Area dataset,/aarthikannan/standard-metropolitican-area-dataset
Iris_dataset,/mohdsaqibhbi/iris-dataset
"State-wise Household Electrification 2001, 2011",/kaustic/statewise-household-electrification-2001-and-2011
" French Life Tables "" TDTV8890 """,/mskoubani/french-life-tables-tdtv8890
CTDS.show_Addn_Data,/vinothsuku/ctdsshow-addn-data
Absolute Zero,/alexcampos4/absolute-zero
Advertising,/shatiilrahman/advertising
gender_purchase,/jquinteiro/gender-purchase
Predicte Heart Disease ,/amdirfan/predicte-heart-disease
Statistical Learning Dataset,/swinalmeshram/statistical-learning-dataset
loansdata2,/abrahamanderson/loansdata2
ebay MotorcycleData Price Listings,/vamskrish/ebay-motorcycledata-price-listings
USA Specialist Physicians by Field,/vgates/usa-specialist-physicians-by-field
Covid19 TURKEY Current Report,/eycanzdemir/covid19-turkey-current-report
IDA Statement Of Cash Flows  FY2013,/theworldbank/ida-statement-of-cash-flows-fy2013
Czech Republic - COVID-19 daily cases,/juliasays/czech-republic-covid19-daily-cases
"Visa Free Travel by Citizenship, 2016",/sdorius/visafree2016
advertising_mul,/jnikhilsai/advertising-mul
Top 10 Countries by Education System,/joshuapaulbarnard/top-10-countries-by-education-system
automobile,/rishal005/automobile
NYC Zipcodes,/arbaughp/nyc-zipcodes
Ozone statistics,/billlugen/ozone-statistics
land-use-kcal-poore,/valchovalev/landusekcalpoore
Kiglics KaggleSubmissionTest1,/allisonkiglics/kiglics-kagglesubmissiontest1
Bangkok Subdistrict,/heartnoxill/bangkok-subdistrict
iris_csv,/fernandoabarzua/iris-csv
dietdatar,/viditjain211/dietdatar
Purchase data,/rajeshwarigrajodia/purchase-data
dataset,/deepaarya/dataset
Project data sets,/goldyrozy/project-data-sets
Simple Regression,/akhilkumar19/simple-regression
data2_uk,/bogdanpd/data2-uk
Company_sales_data,/shivamsoliya/company-sales-data
social,/abidhossainmasum/social
countries_list,/souvik31/countries-list
CountryWithLatLugAndlanguage,/parlads/countrywithlatlugandlanguage
E_Ticaret_Verileri(1),/moneyshot495/e-ticaret-verileri1
drugRec,/ralietnl/drugrec
TermLife,/ashnaidman/termlife
grade4,/shiyonglu/grade4
Simple Linear Regression dummy dataset,/amar09/simple-linear-regression-dummy-dataset
Top  Celebrity Twitter accounts 2016-2019,/mathurinache/topcelebritytwitteraccounts20162019
Dewpoint Data,/ukveteran/dewpoint-data
1.01. Simple linear regression,/behordeun/101-simple-linear-regression
F1 Podiums history,/mathurinache/f1podiumshistory
happiness,/srishtysinha/happiness
risksData,/littleharrygee/risksdata
automobile,/sandeep14011998/automobile
UAE_datas,/zhangmeng9804/uae-datas
states geocoded for data police shootings,/krish1999/states-geocoded-for-data-police-shootings
Female Artist,/mathurinache/femaleartist
Yahoo Finance,/ishreyakumari/yahoo-finance
heart.csv,/pratimarathore/heartcsv
Count of 6 drawn numbers of Lotto 649 since 1982,/alwaysmile4u/count-of-6-drawn-numbers-of-lotto-649-since-1982
Automobile,/rajvidoshi/automobile
csv files,/ahmetakan/csv-files
Practice 1,/sanyammehta/practice-1
automobile,/rishal005/automobile
Automobile,/moturupraveenbhargav/automobile
LINEAR REGRESSION DATA CSV,/alperaktepe/linear-regression-data-csv
Salary_data,/saurabh2712/salary-data
Iris Species,/nosilakhaled/iris-species
social,/mdsiam172159620/social
test11,/vnknguyn/test11
March Madness Overall Seeds (Men),/christoffer/march-madness-overall-seeds-men
Matplotlib Actions,/erdemkaraahin/matplotlib-actions
Technoblade Quotes,/buriuddin/technoblade-quotes
iris_dirty,/larsgrygosch/iris-dirty
PlayersNew,/samisbat/playersnew
ID 201-15-14328Numpy 11,/mahadihasansanny/id-2011514328numpy-11
Salary_Data,/sudarshanamsaivenkat/salary-data
Most Expensive Cars 2019,/mathurinache/mostexpensivecars2019
Predicting the Diabetes at an early stage,/nakkapraneethreddy/predicting-the-diabetes-at-an-early-stage
Agriculture - Arable Land,/rohitgamare/agriculture-arable-land
Position_Salary,/eswarpd001/position-salary
EXTENDED ASSIGNMNET(Q2),/avrilaqilah/extended-assignmnetq2
Anime Shows,/mathurinache/animeshows
grade6,/shiyonglu/grade6
ispisp,/shashwatjha798/ispisp
Empregos: Admissoes,/debkings/empregos-admissoes
 Cancer Drug Data,/ukveteran/cancer-drug-data
mygrades,/nurtech/mygrades
List_of_countries_by_sovereign_wealth_funds,/mathurinache/list-of-countries-by-sovereign-wealth-funds
List_of_countries_by_mercury_production,/mathurinache/list-of-countries-by-mercury-production
knn dataset col,/harshdapatil/knn-dataset-colg
Cyclistic Bike sharing Analysis,/anupamapriyagprec/cyclistic-bike-sharing-analysis
GoodReads_Mystery,/razanalsuliemanga/goodreads-mystery
House Prices,/imkrkannan/house-prices
Coronavirus Cases In India ~ July2020,/shubhamksingh/coronavirus-cases-in-india-june2020
handwashing VS  childbed fever ,/yassershrief/handwashing-vs-childbed-fever
Indian Latitude and Longitude,/anurag1817/indian-latlong
Heart_Failure_Prediction,/tonmoydas94/heart-failure-prediction
classification data set,/migom6/classification-data-set
Mall_customer,/abdullahalnoman01/mall-customer
irisdata,/edgardjonathan/irisdata
mydatasets,/elvirasalakhova/mydatasets
pilot_sample,/samirahaddad/pilot-sample
Reinforcement Learning Outcomes,/melslater/reinforcement-learning-outcomes
salary_data,/rookequant/salary-data
Mosquitos,/franklobe/mosquitos
Heart Diseases UCI,/bhagyashreebai/heart-diseases-uci
S_error,/abidhossainmasum/s-error
Iris Flower,/mrizwanse/iris-flower
List_of_countries_by_firearm-related_death_rate,/mathurinache/list-of-countries-by-firearm-related-death-rate
Corona Virus Simulated Data,/earlerik/corona-virus-simulated-data-case-of-kenya
OpenIntroStatistics ,/snplmmr/arbuthnot
Forex-events,/truehokage/forexevents
"Champagne Dataset, Makridakis&Wheelwright, 1989.",/senolcomert/champagne-dataset-makridakiswheelwright-1989
DataProject2,/gohki777/dataproject2
Dataset for KNN classification,/akalyasubramanian/dataset-for-knn-classification
Suite of Food Security Indicators for Iceland,/abdelrahmanashraf/suite-of-food-security-indicators-for-iceland
Internet_censorship,/mathurinache/internet-censorship
State Population CA-TX-WI 1900-2019 ,/antoinetoussaint/state-population-catxwi-19002019
REGIONALDATA,/sukhyun9673/regionaldata
Pizza In Brooklyn,/sangeetha007/pizzainbrklyn
data1.csv,/saikiriti/data1csv
IPL_2021_Revised_TimeTable,/sumedhpatil/ipl-2021-revised-timetable
dataset,/yunusselcuk/dataset
carteiras elon musk,/josjunioroliveira/carteiras-elon-musk
Height of Beyblade Performance Tips,/harukakasugano/beyblade-performance-tip-height
s_dataset,/abidhossainmasum/s-dataset
Goals Against/For Flyers (1/2 March - April) ,/peterpoydenko/goals-againstfor-flyers-12-march-april
contact info,/wrench786/contact-info
TradeInventories,/amanratnam1998/tradeinventories
Dataset for KNN First Hand Principles,/akalyasubramanian/dataset-for-knn-first-hand-principles
IPL2021AuctionList,/hemantsingh42/ipl2021auctionlist
DailyFemaleBirth,/amanratnam1998/dailyfemalebirth
pet_records,/seyeogunsina/pet-records
COVID19,/vineetvivek/covid19
ISP Contributions to Congress,/mrpantherson/isp-contributions-to-congress
World_Rugby_Rankings,/mathurinache/world-rugby-rankings
Colombian players data,/camiloaramirez/colombian-players-data
stud_marks,/amitkumardas/stud-marks
Position Salary And 50 Start up Salary,/rajnikant2020/position-salary-and-50-start-up-salary
emergency_train2,/eakdag/emergency-train2
HelloWorldDataset,/devvret/testdataset1
Rice Export Data in Bangladesh,/mahmudds/rice-export-data-in-bangladesh
Data Practice,/tazbid/data-practice
Family Medical Expenses ,/ukveteran/family-medical-expenses
currency,/cjchoi/currency
traffic_accident,/hankyuhyuk/traffic-accident
sp_||_M+N_CSE,/mstronaakterasha/sp-mn-cse
cardmbidataset,/ashwiniw/cardmbidataset
Indian 2019 Lokshabha Election Exit Poll,/digantadatta12/indian-2019-lokshabha-election-exit-poll
detection,/mihirshah12081999/detection
Whisky Data,/marabahlee/whisky-data
breastfeeding_diabetis,/brunnoramos/breastfeeding-diabetis
Position Salaries,/krunal3kapadiya/position-salaries
Myanmar Mangoes dataset,/zawlinnnaing/myanmar-mangoes-dataset
Olist google trends,/jaredchan/olist-google-trends
List_of_countries_by_wealth_equality,/mathurinache/list-of-countries-by-wealth-equality
COVID-19 Pakistan Data (Province-wise),/umer24434/covid19-pakistan-data
Game of Thrones,/nhatlinhtran/game-of-thrones
Istanbul-Green Spaces in Districts,/cansagiroglu/istanbulgreen-spaces-in-districts
Luteinizing Hormone in Blood Samples ,/ukveteran/luteinizing-hormone-in-blood-samples
Temperature vs MPG,/deathstar/temperature-vs-mpg
zoo-animal-classification,/megalaabimen/zooanimalclassification
Internet users,/adcastillogill/internet-users
ISO codes,/adcastillogill/iso-codes
List_of_countries_by_net_oil_exports,/mathurinache/list-of-countries-by-net-oil-exports
Highway1.csv,/mathisfunxdlmao/highway1csv
admission,/mdraiyanhossain/admission
Dataset,/ahmedjaleel18bml0083/dataset
Rsemana4,/dayanamira/rsemana4
Mall_Customers,/ksarvakar/mall-customers
abusive_words3,/mmpossi/abusive-words3
Kaggle Movie League Results,/mylesoneill/kaggle-movie-league-results
ibge-dataset,/iluenysantos/ibgedataset
Electric_energy_markets_by_country,/mathurinache/electric-energy-markets-by-country
Iris_1,/vanamayaswanth/iris-1
State/ Union Territory Population 2020 Projected,/asimbhawsinghka11/state-union-territory-population-2020-projected
buoi123,/chinatowndragon/buoi123
loantrain,/mahmoudabdelal/loantrain
loan tatus,/mahmoudabdelal/loan-tatus
Car Price In BD,/shohelhossain/car-price-in-bd
Admission_Predict,/tonmoydas94/admission-predict
Fuel Economy,/adarshkumarjha/fuel-economy
currency,/cjchoi/currency
traffic_accident,/hankyuhyuk/traffic-accident
School Rules Data,/mlomuscio/school-rules-data
My Sample Datasets 2,/vijayakishoredusi/my-sample-datasets-2
modified_COVID19_open_line_list,/msarvelayati/modified-covid19-open-line-list
Markswithattendence,/omkarsantoshraut/markswithattendence
CO2 emissions (kt) Bangladesh 1960-2020,/spandansarkar/co2-emissions-kt-bangladesh-19602020
Gender Classification,/joanabalkn/gender-classification
Hiring Data for Linear Reg Multiple Variables,/sarthakniwate13/hiring-data-for-linear-reg-multiple-variables
abusive words2,/mmpossi/abusive-words2
Sri Lanka Geographic Dataset,/devindesilva1710/sri-lanka-geographic-data
